Interactions	FigStatus	Notes	geneName	UniProt	Description	Pathway	Glycogene	Reactant	Product	Constraints	Compartment	Rules	Comments					Sequence
None			CHST11	Q9NPF2	Carbohydrate sulfotransferase 11	CS&DS_Sulfation	Modifying_Enzyme,Sulfotransferase,CS4ST	...GlcA(b1-3)GalNAc(b1-4)|GalNAc(b1-4)GlcA(b1-3)	...GlcA(b1-3)GalNAc4S(b1-4)|GalNAc4S(b1-4)GlcA(b1-3)	None	Golgi	...GlcA(b1-3)GalNAc{4S}(b1-4)|GalNAc{4S}(b1-4)GlcA(b1-3)						205
None			CHST12	Q9NRB3	Carbohydrate sulfotransferase 12	CS&DS_Sulfation	Modifying_Enzyme,Sulfotransferase,CS4ST	...GlcA(b1-3)GalNAc(b1-4)|...IdoA(b1-3)GalNAc(b1-4)	...GlcA(b1-3)GalNAc4S(b1-4)|...IdoA(b1-3)GalNAc4S(b1-4)	None	Golgi	...GlcA(b1-3)GalNAc{4S}(b1-4)|...IdoA(b1-3)GalNAc{4S}(b1-4)						206
None			CHST13	Q8NET6	Carbohydrate sulfotransferase 13	CS&DS_Sulfation	Modifying_Enzyme,Sulfotransferase,CS4ST	...GlcA(b1-3)GalNAc(b1-4)|GalNAc(b1-4)GlcA(b1-3)	...GlcA(b1-3)GalNAc4S(b1-4)|GalNAc4S(b1-4)GlcA(b1-3)	None	Golgi	...GlcA(b1-3)GalNAc{4S}(b1-4)|GalNAc{4S}(b1-4)GlcA(b1-3)						207
None			CHST14	Q8NCH0	Carbohydrate sulfotransferase 14	CS&DS_Sulfation	Modifying_Enzyme,Sulfotransferase,GalNAc4ST	...IdoA(a1-3)GalNAc(b1-4)|...IdoA2S(a1-3)GalNAc(b1-4)IdoA(a1-3)	...IdoA(a1-3)GalNAc4S(b1-4)|...IdoA2S(a1-3)GalNAc4S(b1-4)	None	Golgi,Exosome	...IdoA(a1-3)GalNAc{4S}(b1-4)|...IdoA2S(a1-3)GalNAc{4S}(b1-4)						208
None			CHST15	Q7LFX5	Carbohydrate sulfotransferase 15	CS&DS_Sulfation	Modifying_Enzyme,Sulfotransferase,GalNAc4ST	...GlcA(b1-3)GalNAc6S(b1-4)|...IdoA(a1-3)GalNAc6S(b1-4)	...GlcA(b1-3)GalNAc4,6S(b1-4)|...IdoA(a1-3)GalNAc4,6S(b1-4)	None	Golgi	...GlcA(b1-3)GalNAc6{,4}S(b1-4)|...IdoA(a1-3)GalNAc6{,4}S(b1-4)						209
None			DSEL	Q8IZU8	Dermatan-sulfate epimerase-like protein	CS&DS_Polymerization	Epimerase	...GlcA(b1-3)GalNAc(b1-4)	...IdoA(a1-3)GalNAc(b1-4)	None	Golgi	...{GlcA(b1-3)->IdoA(b1-3)}GalNAc(b1-4)						210
None			DSE	Q9UL01	Dermatan-sulfate epimerase	CS&DS_Polymerization	Epimerase	...GlcA(b1-3)GalNAc(b1-4)	...IdoA(a1-3)GalNAc(b1-4)	None	Golgi,Endoplasmic Reticulum,Cytosol	...{GlcA(b1-3)->IdoA(b1-3)}GalNAc(b1-4)						211
None			UST	Q9Y2C2	Uronyl 2-sulfotransferase	CS&DS_Sulfation	Modifying_Enzyme,Sulfotransferase,GlcA_IdoA2ST	GlcA(b1-3)GalNAc|IdoA(a1-3)GalNAc	GlcA2S(b1-3)GalNAcIdoA2S(a1-3)GalNAc	None	Golgi	GlcA{2S}(b1-3)GalNAc|IdoA{2S}(a1-3)GalNAc						212
None	make figure		OGT	O15294	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit	O-GlcNAc	GlcNAcT	Ser/Thr	GlcNAc(a1-?)Ser/Thr	None	Nucleus,Cytosol,Cell Membrane,Mitochondria	{GlcNAc(a1-?)}Ser/Thr						213
None	make figure		OGA	O60502	Protein O-GlcNAcase	O-GlcNAc	NAcetylglucosaminidase	GlcNAc(a1-?)Ser/Thr	Ser/Thr	None	Nucleus,Cytosol	{!GlcNAc(a1-?)}Ser/Thr						214
None	improve fig		HAS1	Q92839	Hyaluronan synthase 1	Hyaluronan	GlcNAcT,β4GlcNAcT,GlcAT,β3GlcAT	GlcA(b1-3)|GlcNAc(b1-4)	GlcNAc(b1-4)GlcA(b1-3)|GlcA(b1-3)GlcNAc(b1-4)	None	Cell Membrane	{GlcNAc(b1-4)}GlcA(b1-3)|{GlcA(b1-3)}GlcNAc(b1-4)						215
None	improve fig		HAS2	Q92819	Hyaluronan synthase 2	Hyaluronan	GlcNAcT,β4GlcNAcT,GlcAT,β3GlcAT	GlcA(b1-3)|GlcNAc(b1-4)	GlcNAc(b1-4)GlcA(b1-3)|GlcA(b1-3)GlcNAc(b1-4)	None	Vesicle,Cell Membrane	{GlcNAc(b1-4)}GlcA(b1-3)|{GlcA(b1-3)}GlcNAc(b1-4)						216
None	improve fig		HAS3	O00219	Hyaluronan synthase 3	Hyaluronan	GlcNAcT,β4GlcNAcT,GlcAT,β3GlcAT	GlcA(b1-3)|GlcNAc(b1-4)	GlcNAc(b1-4)GlcA(b1-3)|GlcA(b1-3)GlcNAc(b1-4)	None	Nucleus,Cytosol,Cell Membrane	{GlcNAc(b1-4)}GlcA(b1-3)|{GlcA(b1-3)}GlcNAc(b1-4)						217
None			XYLT1	Q86Y38	Xylosyltransferase 1	GAG,O-Xyl	XylT,Protein_XylT	Ser	Xyl(b1-?)Ser	None	Golgi,Extracellular,cisGolgi	{Xyl(b1-?)}Ser						218
None			XYLT2	Q9H1B5	Xylosyltransferase 2	GAG,O-Xyl	XylT,Protein_XylT	Ser	Xyl(b1-?)Ser	None	Golgi,Extracellular	{Xyl(b1-?)}Ser						219
None			B4GALT7	Q9UBV7	Beta-1,4-galactosyltransferase 7	GAG,O-Xyl	GalT,β4GalT	Xyl(b1-?)Ser	Gal(b1-4)Xyl(b1-?)Ser	None	Golgi	{Gal(b1-4)}Xyl(b1-?)Ser						220
None			FAM20B	O75063	Glycosaminoglycan xylosylkinase	GAG,O-Xyl	Modifying_Enzyme,Kinase	Gal(b1-4)Xyl(b1-?)Ser	Gal(b1-4)Xyl2P(b1-?)Ser	None	Golgi,Nucleus	Gal(b1-4)Xyl{2P}(b1-?)Ser						221
None			B3GALT6	Q96L58	Beta-1,3-galactosyltransferase 6	GAG,O-Xyl	GalT,β3GalT	Gal(b1-4)Xyl<2P>(b1-?)Ser	Gal(b1-3)Gal(b1-4)Xyl<2P>(b1-?)Ser	None	Golgi,medialGolgi	{Gal(b1-3)}Gal(b1-4)Xyl<2P>(b1-?)Ser						222
None			B3GAT3	O94766	Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3	GAG,O-Xyl	GlcAT,β3GlcAT	Gal(b1-3)Gal(b1-4)Xyl<2P>(b1-?)	GlcA(b1-3)Gal(b1-3)Gal(b1-4)Xyl<2P>(b1-?)	Xyl	Golgi,cisGolgi network,Exosome	{GlcA(b1-3)}Gal(b1-3)Gal(b1-4)Xyl<2P>(b1-?)						223
None			A4GNT	Q9UNA3	Alpha-1,4-N-acetylglucosaminyltransferase	O-GalNAc, Core2	GlcNAcT, α4GlcNAcT	Gal(b1-3)GalNAc|Gal(b1-4)GlcNAc 	GlcNAc(a1-4)Gal(b1-3)GalNAc|GlcNAc(a1-4)Gal(b1-4)GlcNAc 	GlcNAc(b1-6)GalNAc(a1-?)	Golgi	{GlcNAc(a1-4)}Gal(b1-3)GalNAc|{GlcNAc(a1-4)}Gal(b1-4)GlcNAc	O-glycosylation specific					224
None			B3GNT2	Q9NY97	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 2	Elongation_and_Branching, Type_II_LacNAc	GlcNAcT, β3GlcNAcT	Gal(b1-4)GlcNAc(b1-?)	GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-?)	None	Golgi	{GlcNAc(b1-3)}Gal(b1-4)GlcNAc(b1-?)						225
None	correct SNFG figure		B3GNT3	Q9Y2A9	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 3	O-GalNAc, Core1	GlcNAcT, β3GlcNAcT	Gal(b1-3)GalNAc(a1-?)	GlcNAc(b1-3)Gal(b1-3)GalNAc(a1-?)	None	Golgi,Cell Membrane	{GlcNAc(b1-3)}Gal(b1-3)GalNAc(a1-?)						226
None	correct SNFG figure (same as B3GNT2)		B3GNT4	Q9C0J1	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 4	Elongation_and_Branching, Type_II_LacNAc	GlcNAcT, β3GlcNAcT	Gal(b1-4)GlcNAc(b1-?)	GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-?)	None	Golgi	{GlcNAc(b1-3)}Gal(b1-4)GlcNAc(b1-?)						227
None	correct SNFG figure		B3GNT5	Q9BYG0	Lactosylceramide 1,3-N-acetyl-beta-D-glucosaminyltransferase	Lacto	GlcNAcT, β3GlcNAcT	Gal(b1-4)Glc(b1-?)Cer	GlcNAc(b1-3)Gal(b1-4)Glc(b1-?)Cer	None	Golgi	{GlcNAc(b1-3)}Gal(b1-4)Glc(b1-?)Cer						228
None			B3GNT6	Q6ZMB0	Acetylgalactosaminyl-O-glycosyl-glycoprotein beta-1,3-N-acetylglucosaminyltransferase	O-GalNAc, Core3	GlcNAcT, β3GlcNAcT	GalNAc(a1-?)Ser/Thr	GlcNAc(b1-3)GalNAc(a1-?)Ser/Thr	None	Golgi	{GlcNAc(b1-3)}GalNAc(a1-?)Ser/Thr						229
None	correct SNFG figure		B3GNT7	Q8NFL0	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7	Elongation_and_Branching, Type_II_LacNAc	GlcNAcT, β3GlcNAcT	Gal(b1-4)GlcNAc(b1-?)|Gal(b1-4)GlcNAc6S(b1-?) 	GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-?)|GlcNAc(b1-3)Gal(b1-4)GlcNAc6S(b1-?) 	None	Golgi	{GlcNAc(b1-3)}Gal(b1-4)GlcNAc(b1-?)|{GlcNAc(b1-3)}Gal(b1-4)GlcNAc6S(b1-?)						230
None			B3GNT8	Q7Z7M8	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 8	Elongation_and_Branching, Type_II_LacNAc	GlcNAcT, β3GlcNAcT	Gal(b1-4)GlcNAc(b1-?)	GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-?)	None	Golgi,Exosome	{GlcNAc(b1-3)}Gal(b1-4)GlcNAc(b1-?)						231
None			GCNT1	Q02742	Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase	O-GalNAc, Core2	GlcNAcT, β6GlcNAcT	Gal(b1-3)GalNAc(a1-?)Ser/Thr	Gal(b1-3)[GlcNAc(b1-6)]GalNAc(a1-?)Ser/Thr	!NeuAc(a2-3)Gal(b1-3)GalNAc(a1-?)&!Gal(b1-3 3S])GalNAc(a1-?)	Golgi,Extracellular,transGolgi network	Gal(b1-3){[GlcNAc(b1-6)]}GalNAc(a1-?)Ser/Thr						232
None			GCNT2	Q8N0V5	N-acetyllactosaminide beta-1,6-N-acetylglucosaminyl-transferase	I-Branching	GlcNAcT, β6GlcNAcT	...GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-?)	...GlcNAc(b1-3)[GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-?)	None	Golgi	...GlcNAc(b1-3){[GlcNAc(b1-6)]}Gal(b1-4)GlcNAc(b1-?)						233
None	plan for depicting '...' in SNFG figure		GCNT3	O95395	Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 3	O-GalNAc, Core4,O-GalNAc,Core2,Elongation_and_Branching, I-Branching	GlcNAcT, β6GlcNAcT	GlcNAc(b1-3)GalNAc(a1-?)Ser/Thr|Gal(b1-3)GalNAc(a1-?)Ser/Thr|...GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-?)	GlcNAc(b1-3)[GlcNAc(b1-6)]GalNAc(a1-?)Ser/Thr|Gal(b1-3)[GlcNAc(b1-6)]GalNAc(a1-?)Ser/Thr|...GlcNAc(b1-3)[GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-?)	!NeuAc(a2-3)Gal(b1-3)GalNAc(a1-r)&!Gal(b1-3 S-3)GalNAc(a1-r)	Golgi,Exosome	GlcNAc(b1-3){[GlcNAc(b1-6)]}GalNAc(a1-?)Ser/Thr|Gal(b1-3){[GlcNAc(b1-6)]}GalNAc(a1-?)Ser/Thr|...GlcNAc(b1-3){[GlcNAc(b1-6)]}Gal(b1-4)GlcNAc(b1-?)						234
None			GCNT4	Q9P109	Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 4	O-GalNAc, Core2	GlcNAcT, β6GlcNAcT	Gal(b1-3)GalNAc(a1-?)Ser/Thr	Gal(b1-3)[GlcNAc(b1-6)]GalNAc(a1-?)Ser/Thr	!NeuAc(a2-3)Gal(b1-3)GalNAc(a1-?)&!Gal(b1-3 3S])GalNAc(a1-?)	Golgi	Gal(b1-3){[GlcNAc(b1-6)]}GalNAc(a1-?)Ser/Thr						235
EXT1,EXT2	reacton rule needs fixing		EXT1	Q16394	Exostosin-1	HS_Polymerization	GlcAT,β4GlcAT,GlcNAcT,β4GlcNAcT	GlcNAc(a1-4)GlcA(b1-3)|GlcA(b1-4)GlcNAc(a1-4)	GlcA(b1-4)GlcNAc(a1-4)GlcA(b1-3)|GlcNAc(a1-4)GlcA(b1-4)GlcNAc(a1-4)	!GlcN6OS(a1-4)	Golgi,Endoplasmic Reticulum	{GlcA(b1-4)}GlcNAc(a1-4)GlcA(b1-3)|{GlcNAc(a1-4)}GlcA(b1-4)GlcNAc(a1-4)						236
EXT1,EXT2	reacton rule needs fixing		EXT2	Q93063	Exostosin-2	HS_Polymerization	GlcAT,β4GlcAT,GlcNAcT,β4GlcNAcT	GlcNAc(a1-4)GlcA(b1-3)|GlcA(b1-4)GlcNAc(a1-4)	GlcA(b1-4)GlcNAc(a1-4)GlcA(b1-3)|GlcNAc(a1-4)GlcA(b1-4)GlcNAc(a1-4)	!GlcN6OS(a1-4)	Golgi,Endoplasmic Reticulum,Exosome	{GlcA(b1-4)}GlcNAc(a1-4)GlcA(b1-3)|{GlcNAc(a1-4)}GlcA(b1-4)GlcNAc(a1-4)						237
None	reacton rule needs fixing		EXTL1	Q92935	Exostosin-like 1	HS_Polymerization	GlcNAcT,α4GlcNAcT	GlcA(b1-4)GlcNAc(a1-4)	GlcNAc(a1-4)GlcA(b1-4)GlcNAc(a1-4)	!GlcN6OS(a1-4)	Endoplasmic Reticulum,Golgi	{GlcNAc(a1-4)}GlcA(b1-4)GlcNAc(a1-4)						238
None	reacton rule needs fixing		EXTL2	Q9UBQ6	Exostosin-like 2	HS_Polymerization	GlcNAcT,α4GlcNAcT	GlcA(b1-3)Gal(b1-3)Gal(b1-4)Xyl<2P>|GlcA(b1-4)GlcNAc(a1-4)	GlcNAc(a1-4)GlcA(b1-3)Gal(b1-3)Gal(b1-4)Xyl<2P>|GlcNAc(a1-4)GlcA(b1-4)GlcNAc(a1-4)	None	Extracellular,Nucleus,Endoplasmic Reticulum,Cytosol	{GlcNAc(a1-4)}GlcA(b1-3)Gal(b1-3)Gal(b1-4)Xyl<2P>|{GlcNAc(a1-4)}GlcA(b1-4)GlcNAc(a1-4)						239
None	reacton rule needs fixing		EXTL3	O43909	Exostosin-like 3	HS_Polymerization	GlcNAcT,α4GlcNAcT	GlcA(b1-3)Gal(b1-3)Gal(b1-4)Xyl<2P>|GlcA(b1-4)GlcNAc(a1-4)	GlcNAc(a1-4)GlcA(b1-3)Gal(b1-3)Gal(b1-4)Xyl<2P>|GlcNAc(a1-4)GlcA(b1-4)GlcNAc(a1-4)	None	Endoplasmic Reticulum,Golgi	{GlcNAc(a1-4)}GlcA(b1-3)Gal(b1-3)Gal(b1-4)Xyl<2P>|{GlcNAc(a1-4)}GlcA(b1-4)GlcNAc(a1-4)						240
None	* make sure to add BLANK in DrawGlycan		NDST1	P52848	Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 1	O-Xyl,HS_Sulfation,N-sulfation	Modifying_Enzyme,Deacetylase,Sulfotransferase	...GlcA(b1-4)GlcNAc(a1-4)	...GlcA(b1-4)GlcNS(a1-4)	None	Golgi	...GlcA(b1-4){GlcNAc(a1-4)->GlcNS(a1-4)}						241
None	* make sure to add BLANK in DrawGlycan		NDST2	P52849	Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 2	O-Xyl,HS_Sulfation,N-sulfation	Modifying_Enzyme,Deacetylase,Sulfotransferase	...GlcA(b1-4)GlcNAc(a1-4)	...GlcA(b1-4)GlcNS(a1-4)	None	Golgi	...GlcA(b1-4){GlcNAc(a1-4)->GlcNS(a1-4)}						242
None	* make sure to add BLANK in DrawGlycan		NDST3	O95803	Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 3	O-Xyl,HS_Sulfation,N-sulfation	Modifying_Enzyme,Deacetylase,Sulfotransferase	...GlcA(b1-4)GlcNAc(a1-4)	...GlcA(b1-4)GlcNS(a1-4)	None	Golgi	...GlcA(b1-4){GlcNAc(a1-4)->GlcNS(a1-4)}						243
None	* make sure to add BLANK in DrawGlycan		NDST4	Q9H3R1	Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 4	O-Xyl,HS_Sulfation,N-sulfation	Modifying_Enzyme,Deacetylase,Sulfotransferase	...GlcA(b1-4)GlcNAc(a1-4)	...GlcA(b1-4)GlcNS(a1-4)	None	Golgi	...GlcA(b1-4){GlcNAc(a1-4)->GlcNS(a1-4)}						244
None			GLCE	O94923	D-glucuronyl C5-epimerase	O-Xyl,HS_Polymerization	Epimerase	...GlcA(b1-4)GlcNS	...IdoA(a1-4)GlcNS	None	Golgi	...{GlcA(a1-4)->IdoA(a1-4)}GlcNS						245
None	* predominatly works on IdoA and less on GlcA		HS2ST1	Q7LGA3	Heparan sulfate 2-O-sulfotransferase 1	HS_Sulfation	Modifying_Enzyme,Sulfotransferase,GlcA_IdoA2ST	...GlcA(b1-3)GalNS(b1-4)|...IdoA(a1-3)GalNS(b1-4)	...GlcA2S(b1-3)GalNS(b1-4)|...IdoA2S(a1-3)GalNS(b1-4)	None	Golgi	GlcA{2S}(b1-3)GalNS(b1-4)|IdoA{2S}(a1-3)GalNS(b1-4)						246
None			HS3ST1	O14792	Heparan sulfate glucosamine 3-O-sulfotransferase 1	HS_Sulfation	Modifying_Enzyme,Sulfotransferase,GlcNAc3ST	...IdoA(a1-4)GlcN<,6>S(a1-4)|...GlcA(a1-4)GlcN<,6>S(a1-4]) 	...IdoA(a1-4)GlcN<,6>{,3}S(a1-4)|...GlcA(a1-4)GlcN<,6>{,3}S(a1-4)	None	Golgi,Extracellular	...IdoA(a1-4)GlcN<,6>{,3}S(a1-4)|...GlcA(a1-4)GlcN<,6>{,3}S(a1-4)						247
None			HS3ST2	Q9Y278	Heparan sulfate glucosamine 3-O-sulfotransferase 2	HS_Sulfation	Modifying_Enzyme,Sulfotransferase,GlcNAc3ST	...IdoA<2S>(a1-4)GlcN<,6>S(a1-4)	...IdoA<2S>(a1-4)GlcN3,<,6>S(a1-4)	None	Golgi	...IdoA<2S>(a1-4)GlcN<,6>{,3}S(a1-4)						248
None			HS3ST3A1	Q9Y663	Heparan sulfate glucosamine 3-O-sulfotransferase 3A1	HS_Sulfation	Modifying_Enzyme,Sulfotransferase,GlcNAc3ST	...IdoA<2S>(a1-4)GlcN<,6>S(a1-4)	...IdoA<2S>(a1-4)GlcN3,<,6>S(a1-4)	None	Golgi	...IdoA<2S>(a1-4)GlcN<,6>{,3}S(a1-4)						249
None			HS3ST3B1	Q9Y662	Heparan sulfate glucosamine 3-O-sulfotransferase 3B1	HS_Sulfation	Modifying_Enzyme,Sulfotransferase,GlcNAc3ST	...IdoA<2S>(a1-4)GlcN<,6>S(a1-4)	...IdoA<2S>(a1-4)GlcN3,<,6>S(a1-4)	None	Golgi,Cell Membrane	...IdoA<2S>(a1-4)GlcN<,6>{,3}S(a1-4)						250
None			HS3ST4	Q9Y661	Heparan sulfate glucosamine 3-O-sulfotransferase 4	HS_Sulfation	Modifying_Enzyme,Sulfotransferase,GlcNAc3ST	...IdoA<2S>(a1-4)GlcN<,6>S(a1-4)	...IdoA<2S>(a1-4)GlcN3,<,6>S(a1-4)	None	Golgi	...IdoA<2S>(a1-4)GlcN<,6>{,3}S(a1-4)						251
None			HS3ST5	Q8IZT8	Heparan sulfate glucosamine 3-O-sulfotransferase 5	HS_Sulfation	Modifying_Enzyme,Sulfotransferase,GlcNAc3ST	...IdoA<2S>(a1-4)GlcN<,6>S(a1-4)|...GlcA<2S>(a1-4)GlcN<,6>S(a1-4]) 	...IdoA<2S>(a1-4)GlcN,3<,6>S(a1-4)|...GlcA<2S>(a1-4)GlcN,3<,6>S(a1-4]) 	None	Golgi	...IdoA<2S>(a1-4)GlcN<,6>{,3}S(a1-4)|...GlcA<2S>(a1-4)GlcN<,6>{,3}S(a1-4)						252
None			HS3ST6	Q96QI5	Heparan sulfate glucosamine 3-O-sulfotransferase 6	HS_Sulfation	Modifying_Enzyme,Sulfotransferase,GlcNAc3ST	...IdoA<2S>(a1-4)GlcN<,6>S(a1-4)	...IdoA<2S>(a1-4)GlcN3,<,6>S(a1-4)	None	Golgi	...IdoA<2S>(a1-4)GlcN<,6>{3,}S(a1-4)						253
None			HS6ST1	O60243	Heparan-sulfate 6-O-sulfotransferase 1	HS_Sulfation	Modifying_Enzyme,Sulfotransferase,GlcNAc6ST	...IdoA<2S>(a1-4)GlcN<,3>S(a1-4)|...GlcA<2S>(a1-4)GlcN<,3>S(a1-4]) 	...IdoA<2S>(a1-4)GlcN<,3>,6S(a1-4)|...GlcA<2S>(a1-4)GlcN<,3>,6S(a1-4])	None	Golgi,Cell Membrane	...IdoA<2S>(a1-4)GlcN<,3>{,6}S(a1-4)|...GlcA<2S>(a1-4)GlcN<,3>{,6}S(a1-4)						254
None			HS6ST2	Q96MM7	Heparan-sulfate 6-O-sulfotransferase 2	HS_Sulfation	Modifying_Enzyme,Sulfotransferase,GlcNAc6ST	...IdoA<2S>(a1-4)GlcN<,3>S(a1-4)|...GlcA<2S>(a1-4)GlcN<,3>S(a1-4]) 	...IdoA<2S>(a1-4)GlcN<,3>,6S(a1-4)|...GlcA<2S>(a1-4)GlcN<,3>,6S(a1-4])	None	Golgi,Cell Membrane	...IdoA<2S>(a1-4)GlcN<,3>{,6}S(a1-4)|...GlcA<2S>(a1-4)GlcN<,3>{,6}S(a1-4)						255
None			HS6ST3	Q8IZP7	Heparan-sulfate 6-O-sulfotransferase 3	HS_Sulfation	Modifying_Enzyme,Sulfotransferase,GlcNAc6ST	...IdoA<2S>(a1-4)GlcN<,3>S(a1-4)|...GlcA<2S>(a1-4)GlcN<,3>S(a1-4]) 	...IdoA<2S>(a1-4)GlcN<,3>,6S(a1-4)|...GlcA<2S>(a1-4)GlcN<,3>,6S(a1-4])	None	Cell Membrane	...IdoA<2S>(a1-4)GlcN<,3>{,6}S(a1-4)|...GlcA<2S>(a1-4)GlcN<,3>{,6}S(a1-4)						256
None			SULF1	Q8IWU6	Extracellular sulfatase Sulf-1	Extracellular_Degradation	GlcN6S_Sulfatase	...IdoA<2S>(a1-4)GlcN,3,6S(a1-4)|...GlcA<2S>(b1-4)GlcN,3,6S(a1-4)	...IdoA<2S>(a1-4)GlcN,3S(a1-4)|...GlcA<2S>(b1-4)GlcN,3S(a1-4)	None	Extracellular,Endoplasmic Reticulum,Golgi,Cell Membrane	...IdoA<2S>(a1-4)GlcN,3{!,6}S(a1-4)|...GlcA<2S>(b1-4)GlcN,3{!,6}S(a1-4)						257
None			SULF2	Q8IWU5	Extracellular sulfatase Sulf-2	Extracellular_Degradation	GlcN6S_Sulfatase	...IdoA<2S>(a1-4)GlcN,3,6S(a1-4)|...GlcA<2S>(b1-4)GlcN,3,6S(a1-4)	...IdoA<2S>(a1-4)GlcN,3S(a1-4)|...GlcA<2S>(b1-4)GlcN,3S(a1-4)	None	Extracellular,Endoplasmic Reticulum,Golgi,Cell Membrane	...IdoA<2S>(a1-4)GlcN,3{!,6}S(a1-4)|...GlcA<2S>(b1-4)GlcN,3{!,6}S(a1-4)						258
None	SNFG figure		ST3GAL1	Q11201	CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1	Capping, O-GalNAc	SialylT,α2-3 SialylT	Gal(b1-3)<[...]>GalNAc(a1-?)Ser/Thr	Neu5Ac(a2-3)Gal(b1-3)<[...]>GalNAc(a1-?)Ser/Thr	!Gal(b1-4)GlcNAc(b1-?)	Golgi,transGolgi network,Exosome,medialGolgi,transGolgi,Extracellular	{Neu5Ac(a2-3)}Gal(b1-3)<[...]>GalNAc(a1-?)Ser/Thr						259
None	SNFG figure		ST3GAL2	Q16842	CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 2	Capping,Ganglioside	SialylT,α2-3 SialylT	Gal(b1-3)GalNAc(a1-?)Ser/Thr|Gal(b1-3)GalNAc(b1-?)...Glc(b1-?)Cer	Neu5Ac(a2-3)Gal(b1-3)GalNAc(a1-?)Ser/Thr|Neu5Ac(a2-3)Gal(b1-3)GalNAc(b1-?)...Glc(b1-?)Cer	None	Golgi,Extracellular	{Neu5Ac(a2-3)}Gal(b1-3)GalNAc(a1-?)Ser/Thr|{Neu5Ac(a2-3)}Gal(b1-3)GalNAc(b1-?)...Glc(b1-?)Cer						260
None			ST3GAL3	Q11203	CMP-N-acetylneuraminate-beta-1,4-galactoside alpha-2,3-sialyltransferase	Capping, N-linked, O-GalNAc	SialylT,α2-3 SialylT	Gal(b1-4)GlcNAc(b1-?)|Gal(b1-3)GlcNAc(b1-?)|Gal(b1-3)GalNAc(b1-?)	Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-?)|Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-?)|Neu5Ac(a2-3)Gal(b1-3)GalNAc(b1-?)	None	Golgi,Extracellular	{Neu5Ac(a2-3)}Gal(b1-4)GlcNAc(b1-?)|{Neu5Ac(a2-3)}Gal(b1-3)GlcNAc(b1-?)|{Neu5Ac(a2-3)}Gal(b1-3)GalNAc(b1-?)						261
None			ST3GAL4	Q11206	CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 4	Capping, N-linked, O-GalNAc	SialylT,α2-3 SialylT	Gal(b1-?)GlcNAc(b1-?)	Neu5Ac(a2-3)Gal(b1-?)GlcNAc(b1-?)	None	Golgi,Extracellular	{Neu5Ac(a2-3)}Gal(b1-?)GlcNAc(b1-?)						262
None			ST3GAL5	Q9UNP4	Lactosylceramide alpha-2,3-sialyltransferase	Capping,Ganglioside	SialylT,α2-3 SialylT	Gal(b1-?)Cer|Gal(b1-4)Glc(b1-?)Cer	Neu5Ac(a2-3)Gal(b1-?)Cer|Neu5Ac(a2-3)Gal(b1-4)Glc(b1-?)Cer	None	Golgi,Cell Membrane	{Neu5Ac(a2-3)}Gal(b1-?)Cer|{Neu5Ac(a2-3)}Gal(b1-4)Glc(b1-?)Cer						263
None			ST3GAL6	Q9Y274	Type 2 lactosamine alpha-2,3-sialyltransferase	Capping, N-linked, O-GalNAc	SialylT,α2-3 SialylT	Gal(b1-4)GlcNAc(b1-?)	Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-?)	None	Golgi,Exosome	{Neu5Ac(a2-3)}Gal(b1-4)GlcNAc(b1-?)						264
